Date,Time,Voltage_V,CPU_Load_Pct,Temperature_C,Fan_RPM,Label
1.7.2026,54:34.7,0.659,47.1,53,7268,1
1.7.2026,52:37.8,0.8,92.4,75,4789,0
1.7.2026,06:42.2,0.791,20.5,61,4854,0
1.7.2026,20:30.8,0.919,36.8,64,4783,0
1.7.2026,56:12.4,0.91,44.8,67,5054,0
1.7.2026,40:06.6,0.702,20.9,52,5028,1
1.7.2026,38:48.2,0.669,27.0,52,4812,1
1.7.2026,57:07.3,0.667,41.6,54,7295,1
1.7.2026,44:55.9,0.744,64.4,53,7295,1
1.7.2026,53:00.3,1.016,34.9,53,7268,1
1.7.2026,18:30.9,0.781,100.0,68,7295,2
1.7.2026,18:33.0,0.757,100.0,69,7295,2
1.7.2026,19:38.6,0.799,13.1,51,4824,0
1.7.2026,07:46.4,0.894,16.1,55,4795,0
1.7.2026,17:22.8,0.732,100.0,63,7308,2
1.7.2026,57:00.5,0.806,14.5,57,5021,0
1.7.2026,23:21.2,0.662,31.4,51,4996,0
1.7.2026,39:42.5,0.7,28.4,52,4971,1
1.7.2026,17:02.7,0.679,100.0,61,7295,2
1.7.2026,57:04.5,0.938,16.0,55,4996,0
1.7.2026,56:58.5,0.913,12.4,57,4990,0
1.7.2026,43:23.5,0.661,39.6,50,7295,1
1.7.2026,48:36.8,0.656,61.2,54,7281,1
1.7.2026,11:36.5,0.858,100.0,92,7308,2
1.7.2026,22:25.1,0.837,16.4,51,4996,0
1.7.2026,11:44.6,0.934,100.0,91,7349,2
1.7.2026,08:42.5,0.748,35.6,52,4795,0
1.7.2026,02:37.5,0.969,45.1,65,4795,0
1.7.2026,52:30.1,0.927,25.7,51,7281,1
1.7.2026,21:05.0,0.725,100.0,65,7322,2
1.7.2026,03:55.7,0.801,12.9,55,4789,0
1.7.2026,19:36.9,0.781,100.0,69,7281,2
1.7.2026,49:11.1,0.656,46.2,54,7281,1
1.7.2026,59:09.0,0.872,17.6,58,5028,0
1.7.2026,28:16.1,0.832,23.3,56,4996,0
1.7.2026,22:21.1,0.816,19.2,52,4996,0
1.7.2026,55:55.0,0.664,44.3,52,7281,1
1.7.2026,01:29.3,0.824,13.0,51,4990,0
1.7.2026,20:04.9,0.766,100.0,68,7281,2
1.7.2026,23:25.2,0.806,21.8,51,5002,0
1.7.2026,13:07.3,1.013,58.3,72,4777,0
1.7.2026,56:27.2,0.907,95.6,68,7281,1
1.7.2026,03:25.7,0.841,12.8,54,4789,0
1.7.2026,09:58.8,0.863,16.9,52,4789,0
1.7.2026,48:00.7,0.669,34.5,48,7241,1
1.7.2026,18:36.4,0.856,11.9,55,4818,0
1.7.2026,23:53.3,0.769,35.7,56,4990,0
1.7.2026,41:00.8,0.69,36.5,52,5034,1
1.7.2026,18:14.3,0.871,77.9,72,4818,0
1.7.2026,17:04.1,0.916,34.4,62,4818,0
1.7.2026,44:05.6,0.67,19.0,46,7268,1
1.7.2026,24:55.5,0.875,12.8,52,4996,0
1.7.2026,48:42.9,1.001,37.1,56,7281,1
1.7.2026,51:41.9,0.75,20.5,51,7295,1
1.7.2026,55:14.2,0.861,57.3,68,5034,0
1.7.2026,20:42.8,0.798,43.6,57,4818,0
1.7.2026,24:43.4,0.686,36.8,58,4990,0
1.7.2026,02:55.6,0.881,12.3,53,4783,0
1.7.2026,56:53.3,0.912,30.3,58,7281,1
1.7.2026,13:51.4,0.874,42.1,64,4824,0
1.7.2026,58:13.7,0.676,40.3,52,7322,1
1.7.2026,28:12.1,0.774,39.6,57,4996,0
1.7.2026,23:57.3,0.889,42.1,59,4996,0
1.7.2026,54:36.7,0.662,34.9,52,7268,1
1.7.2026,55:42.3,1.001,47.4,71,5028,0
1.7.2026,54:26.7,0.833,53.5,55,7308,1
1.7.2026,50:29.5,0.916,44.2,57,7322,1
1.7.2026,39:50.5,0.666,32.3,50,5034,1
1.7.2026,59:40.0,0.67,43.5,55,7281,1
1.7.2026,41:08.9,0.669,43.4,52,5021,1
1.7.2026,27:17.9,0.714,26.7,55,4996,0
1.7.2026,54:08.6,0.695,46.8,52,7295,1
1.7.2026,14:49.6,0.854,16.6,52,4996,0
1.7.2026,27:38.0,0.856,41.0,54,4977,0
1.7.2026,14:08.6,0.758,100.0,72,7281,2
1.7.2026,51:21.6,0.98,52.9,62,4681,0
1.7.2026,42:11.1,0.773,40.4,51,4996,1
1.7.2026,40:58.8,1.041,35.6,68,5034,1
1.7.2026,16:15.9,0.676,14.4,49,4818,0
1.7.2026,11:59.1,0.765,14.1,51,4812,0
1.7.2026,41:51.1,0.687,21.4,52,4996,1
1.7.2026,55:20.2,1.0,28.4,75,5034,0
1.7.2026,19:14.5,0.812,15.7,53,4807,0
1.7.2026,01:51.3,0.662,29.8,52,5009,0
1.7.2026,40:54.8,0.922,27.2,58,5021,1
1.7.2026,51:29.6,0.921,12.1,52,4681,0
1.7.2026,50:25.5,0.661,42.2,51,7308,1
1.7.2026,58:12.8,1.001,22.7,58,5002,0
1.7.2026,00:10.2,1.0,47.5,67,7308,1
1.7.2026,47:26.5,0.671,34.8,48,7295,1
1.7.2026,39:48.5,1.009,27.3,52,4964,1
1.7.2026,19:56.7,0.871,28.6,60,4812,0
1.7.2026,08:18.5,0.753,15.0,51,4824,0
1.7.2026,11:00.9,0.8,20.1,51,4760,0
1.7.2026,57:32.6,0.788,14.5,54,4996,0
1.7.2026,00:39.2,0.831,30.1,57,4990,0
1.7.2026,22:49.1,0.833,48.3,55,4996,0
1.7.2026,48:59.0,0.846,53.2,58,7295,1
1.7.2026,52:04.0,0.664,14.2,49,7308,1
1.7.2026,09:24.7,0.664,14.2,49,4812,0
1.7.2026,56:14.4,0.871,44.0,68,4996,0
1.7.2026,05:03.9,0.663,12.0,50,4789,0
1.7.2026,21:53.0,0.872,38.6,60,4996,0
1.7.2026,07:00.3,0.666,10.0,48,4783,0
1.7.2026,39:44.5,0.672,45.1,50,4964,1
1.7.2026,09:32.7,0.754,14.6,49,4818,0
1.7.2026,04:05.8,0.68,9.7,50,4789,0
1.7.2026,10:22.8,0.728,25.6,52,4789,0
1.7.2026,15:10.6,0.704,100.0,64,7295,2
1.7.2026,39:34.5,0.663,23.0,51,4990,1
1.7.2026,12:44.6,0.872,100.0,87,7336,2
1.7.2026,18:28.4,0.849,21.7,58,4807,0
1.7.2026,18:44.8,0.761,100.0,70,7308,2
1.7.2026,24:41.4,0.932,55.9,68,4996,0
1.7.2026,39:24.5,0.66,27.7,52,4990,1
1.7.2026,13:15.3,0.847,48.0,62,4807,0
1.7.2026,57:01.3,0.669,37.9,52,7281,1
1.7.2026,55:46.3,0.916,30.1,66,5028,0
1.7.2026,18:18.9,0.766,100.0,68,7308,2
1.7.2026,44:25.7,0.756,20.4,57,7447,1
1.7.2026,05:07.9,0.796,31.2,52,4783,0
1.7.2026,17:46.2,0.661,19.0,52,4818,0
1.7.2026,11:37.0,0.757,43.3,52,4789,0
1.7.2026,00:53.2,0.692,13.1,51,4990,0
1.7.2026,04:27.8,0.837,12.5,50,4789,0
1.7.2026,53:58.0,0.824,59.8,68,5028,0
1.7.2026,50:07.4,1.001,55.3,64,7295,1
1.7.2026,20:38.9,0.768,100.0,67,7268,2
1.7.2026,55:24.2,0.914,48.2,78,5021,0
1.7.2026,30:16.3,0.768,49.5,64,4789,0
1.7.2026,40:10.6,0.698,27.4,51,5028,1
1.7.2026,50:43.6,0.724,41.9,51,7308,1
1.7.2026,56:49.2,0.99,41.1,58,7295,1
1.7.2026,15:15.7,0.682,22.5,49,5021,0
1.7.2026,42:49.3,0.667,54.3,52,5021,1
1.7.2026,00:01.1,0.659,16.4,53,5028,0
1.7.2026,51:21.8,0.923,36.4,70,7268,1
1.7.2026,21:42.9,0.843,26.2,60,4996,0
1.7.2026,55:38.9,1.001,42.8,72,7281,1
1.7.2026,49:41.2,0.664,26.1,49,7308,1
1.7.2026,03:35.7,0.986,15.0,61,4783,0
1.7.2026,02:11.4,0.841,31.3,56,4996,0
1.7.2026,43:29.6,0.719,24.3,48,7281,1
1.7.2026,17:14.8,0.731,100.0,64,7308,2
1.7.2026,28:26.1,0.801,28.0,55,4990,0
1.7.2026,21:28.9,0.874,42.4,61,4996,0
1.7.2026,17:00.1,0.973,23.1,56,4818,0
1.7.2026,42:15.1,0.682,30.2,51,4971,1
1.7.2026,02:01.4,0.791,45.8,52,5009,0
1.7.2026,58:01.6,0.726,37.0,56,7322,1
1.7.2026,51:25.6,0.829,38.0,54,4697,0
1.7.2026,21:02.8,0.906,30.5,55,4952,0
1.7.2026,56:44.5,0.835,14.7,59,5028,0
1.7.2026,59:43.1,0.882,28.9,58,5034,0
1.7.2026,11:32.6,0.864,100.0,93,7308,2
1.7.2026,13:54.6,0.789,100.0,75,7322,2
1.7.2026,21:10.8,0.839,31.1,61,4996,0
1.7.2026,59:39.1,0.654,28.2,61,5028,0
1.7.2026,19:16.5,0.791,15.7,53,4812,0
1.7.2026,55:38.3,0.917,40.2,65,5034,0
1.7.2026,01:43.3,0.666,13.1,49,4996,0
1.7.2026,57:55.6,0.826,72.8,59,7308,1
1.7.2026,46:20.3,0.68,25.0,49,7281,1
1.7.2026,44:07.7,0.704,17.8,46,7295,1
1.7.2026,09:42.8,0.854,16.4,48,4818,0
1.7.2026,55:40.3,0.926,42.6,69,5021,0
1.7.2026,16:13.0,0.708,100.0,61,7363,2
1.7.2026,08:48.5,0.812,12.4,50,4812,0
1.7.2026,58:30.8,0.873,34.4,64,4996,0
1.7.2026,15:13.7,0.664,34.7,52,5021,0
1.7.2026,15:34.7,0.705,100.0,62,7308,2
1.7.2026,55:30.9,1.0,50.3,72,7281,1
1.7.2026,01:55.4,0.889,22.7,52,4996,0
1.7.2026,47:28.6,1.001,51.8,73,7295,1
1.7.2026,40:34.7,0.661,32.8,51,5021,1
1.7.2026,14:55.6,0.712,18.2,56,5054,0
1.7.2026,19:20.5,0.752,13.3,53,4818,0
1.7.2026,57:28.6,0.677,14.0,54,4996,0
1.7.2026,10:12.8,0.838,26.4,52,4777,0
1.7.2026,22:41.1,0.817,18.1,52,5009,0
1.7.2026,07:52.4,0.924,21.3,55,4818,0
1.7.2026,43:57.6,0.683,22.2,47,7281,1
1.7.2026,43:39.6,0.796,20.7,47,7295,1
1.7.2026,12:37.2,0.773,26.6,52,4783,0
1.7.2026,51:07.6,0.835,13.4,55,4720,0
1.7.2026,52:54.3,0.691,39.6,49,7254,1
1.7.2026,06:40.2,0.752,17.7,63,4818,0
1.7.2026,51:11.6,0.966,6.6,53,4720,0
1.7.2026,16:04.8,0.704,100.0,62,7281,2
1.7.2026,09:20.7,0.817,14.1,50,4824,0
1.7.2026,58:38.8,0.939,52.2,67,4996,0
1.7.2026,26:35.8,0.899,21.9,56,4996,0
1.7.2026,09:10.7,0.736,12.8,49,4807,0
1.7.2026,59:07.0,0.874,21.7,61,5028,0
1.7.2026,21:04.8,0.886,33.5,57,4996,0
1.7.2026,42:31.2,0.674,20.2,49,5002,1
1.7.2026,29:50.3,0.666,32.3,49,4777,0
1.7.2026,47:08.5,0.665,40.7,48,7241,1
1.7.2026,49:05.0,0.697,52.5,55,7295,1
1.7.2026,19:12.5,0.864,19.3,53,4818,0
1.7.2026,53:44.5,0.743,46.1,51,7322,1
1.7.2026,43:19.5,0.854,37.3,52,7295,1
1.7.2026,00:15.1,0.975,22.8,58,5028,0
1.7.2026,13:09.3,0.789,55.4,62,4789,0
1.7.2026,45:20.0,0.667,36.9,52,7281,1
1.7.2026,01:33.3,0.751,16.6,50,4996,0
1.7.2026,14:09.4,0.996,12.6,54,5002,0
1.7.2026,12:26.6,0.887,100.0,91,7308,2
1.7.2026,05:13.9,0.734,15.6,51,4795,0
1.7.2026,10:54.9,0.797,18.1,50,4795,0
1.7.2026,21:07.0,0.751,100.0,65,7295,2
1.7.2026,11:51.1,0.93,36.7,58,4789,0
1.7.2026,48:52.9,0.704,44.9,54,7281,1
1.7.2026,39:12.3,0.656,36.0,54,5021,1
1.7.2026,58:36.8,0.939,34.7,68,4996,0
1.7.2026,41:59.1,0.78,22.9,51,4990,1
1.7.2026,30:08.3,0.842,33.2,54,4783,0
1.7.2026,50:09.4,0.975,49.9,65,7281,1
1.7.2026,41:12.9,0.654,67.0,55,5034,1
1.7.2026,53:13.9,0.914,91.3,70,5021,0
1.7.2026,51:49.7,0.91,90.2,70,4681,0
1.7.2026,55:50.3,0.996,27.6,65,5028,0
1.7.2026,08:58.6,0.892,24.1,55,4783,0
1.7.2026,18:10.3,0.948,27.8,66,4812,0
1.7.2026,55:18.8,0.686,79.2,54,7281,1
1.7.2026,53:51.9,1.0,34.2,70,5034,0
1.7.2026,50:11.4,1.001,60.6,60,7295,1
1.7.2026,17:57.3,0.764,100.0,66,7349,2
1.7.2026,44:53.9,0.902,52.0,65,7295,1
1.7.2026,07:14.3,0.668,12.4,47,4795,0
1.7.2026,00:14.2,1.001,70.8,68,7295,1
1.7.2026,18:34.9,0.733,100.0,68,7295,2
1.7.2026,51:49.9,0.663,27.7,50,7295,1
1.7.2026,42:53.3,1.006,27.9,71,5028,1
1.7.2026,03:09.6,0.706,12.1,53,4789,0
1.7.2026,11:28.6,0.881,100.0,94,7295,2
1.7.2026,43:13.4,0.663,40.0,51,5408,1
1.7.2026,25:21.5,0.789,28.8,55,5002,0
1.7.2026,25:29.6,0.748,20.5,55,4996,0
1.7.2026,45:38.1,0.907,23.1,50,7268,1
1.7.2026,51:07.7,1.006,41.7,63,7308,1
1.7.2026,40:16.6,0.67,25.1,50,5028,1
1.7.2026,13:17.3,0.918,47.5,61,4812,0
1.7.2026,03:13.7,0.658,87.4,52,4772,0
1.7.2026,53:35.9,0.908,60.6,69,5034,0
1.7.2026,51:55.7,0.837,21.1,53,4681,0
1.7.2026,12:08.6,0.854,100.0,91,7295,2
1.7.2026,08:36.5,0.801,19.9,52,4824,0
1.7.2026,15:17.7,0.827,23.7,59,5034,0
1.7.2026,52:51.8,0.824,33.4,67,4795,0
1.7.2026,12:23.2,0.707,13.3,51,4783,0
1.7.2026,01:09.3,0.944,17.0,59,4996,0
1.7.2026,15:03.6,0.758,14.0,50,5021,0
1.7.2026,11:55.1,0.829,19.7,61,4789,0
1.7.2026,51:15.6,0.972,8.5,52,4686,0
1.7.2026,17:54.2,0.687,41.1,54,4807,0
1.7.2026,26:07.6,0.66,36.5,54,5002,0
1.7.2026,02:17.5,0.944,27.1,55,4927,0
1.7.2026,52:35.8,0.637,84.4,75,4795,0
1.7.2026,57:15.4,0.993,57.8,62,7295,1
1.7.2026,54:34.1,0.887,11.0,58,4990,0
1.7.2026,02:43.6,0.794,18.0,54,4795,0
1.7.2026,27:07.9,0.666,19.6,56,4996,0
1.7.2026,58:58.9,0.654,17.7,58,5028,0
1.7.2026,58:08.7,0.912,18.1,58,4996,0
1.7.2026,29:18.2,0.726,23.6,55,5034,0
1.7.2026,47:06.4,1.001,26.8,54,7281,1
1.7.2026,42:41.2,0.867,28.7,52,5028,1
1.7.2026,17:34.1,0.917,18.6,53,4789,0
1.7.2026,27:42.0,0.752,41.3,54,4996,0
1.7.2026,44:11.7,1.001,40.7,56,7281,1
1.7.2026,42:09.1,0.662,22.6,50,4958,1
1.7.2026,16:30.8,0.692,100.0,61,7308,2
1.7.2026,13:46.8,0.801,100.0,75,7295,2
1.7.2026,08:32.5,0.747,18.8,51,4824,0
1.7.2026,58:46.9,0.996,13.1,61,4964,0
1.7.2026,12:35.2,0.804,21.4,54,4812,0
1.7.2026,57:11.4,0.816,49.8,56,7281,1
1.7.2026,08:52.6,0.919,15.5,54,4848,0
1.7.2026,57:13.5,0.679,59.5,54,7281,1
1.7.2026,11:13.0,0.797,23.1,51,4812,0
1.7.2026,47:48.6,0.672,53.3,49,7295,1
1.7.2026,26:57.8,0.869,53.5,62,4996,0
1.7.2026,49:13.1,0.893,49.9,61,7308,1
1.7.2026,53:01.8,1.0,40.8,81,4824,0
1.7.2026,54:56.8,0.92,47.0,60,7281,1
1.7.2026,54:06.0,0.957,19.3,66,5028,0
1.7.2026,13:19.3,0.688,34.4,56,4812,0
1.7.2026,41:41.0,0.77,34.1,54,4996,1
1.7.2026,11:48.6,0.881,100.0,89,7322,2
1.7.2026,00:23.2,0.939,25.4,54,5021,0
1.7.2026,41:49.1,0.964,21.4,64,4971,1
1.7.2026,03:03.6,0.767,12.4,52,4783,0
1.7.2026,42:21.2,0.661,25.9,52,4990,1
1.7.2026,14:50.6,0.74,100.0,65,7322,2
1.7.2026,19:22.5,0.708,14.2,52,4818,0
1.7.2026,39:04.3,0.886,58.6,68,5015,1
1.7.2026,52:02.0,0.667,16.8,49,7322,1
1.7.2026,54:42.1,0.877,13.8,54,4990,0
1.7.2026,52:25.7,0.913,84.2,77,4818,0
1.7.2026,55:12.2,0.918,45.6,75,5021,0
1.7.2026,57:50.7,0.784,39.2,58,5002,0
1.7.2026,52:45.8,0.892,52.7,69,4783,0
1.7.2026,09:16.7,0.881,47.8,61,4812,0
1.7.2026,53:17.9,0.823,51.6,73,5021,0
1.7.2026,54:14.6,1.001,56.8,67,7308,1
1.7.2026,58:39.8,1.001,53.3,70,7295,1
1.7.2026,57:08.5,0.739,19.3,61,4996,0
1.7.2026,55:36.3,0.896,41.5,68,5028,0
1.7.2026,21:06.8,0.87,39.5,62,4996,0
1.7.2026,17:40.1,0.876,30.0,55,4812,0
1.7.2026,55:26.2,0.958,49.1,70,5021,0
1.7.2026,53:41.9,0.734,34.7,61,5034,0
1.7.2026,56:17.1,0.967,51.0,71,7281,1
1.7.2026,58:23.7,0.911,35.5,66,7322,1
1.7.2026,09:08.6,0.769,13.6,48,4807,0
1.7.2026,14:20.6,0.751,100.0,70,7308,2
1.7.2026,23:55.3,0.764,32.2,62,4990,0
1.7.2026,56:32.4,0.874,26.7,59,5034,0
1.7.2026,59:19.0,0.941,20.8,61,5028,0
1.7.2026,05:58.0,0.681,9.8,50,4789,0
1.7.2026,55:57.0,0.991,51.1,63,7268,1
1.7.2026,19:44.6,0.652,34.8,59,4789,0
1.7.2026,46:56.4,0.996,20.8,67,7241,1
1.7.2026,54:16.0,0.744,13.5,58,5009,0
1.7.2026,17:58.2,0.813,24.9,60,4824,0
1.7.2026,15:41.7,0.907,20.3,51,4789,0
1.7.2026,53:14.3,0.664,38.9,49,7241,1
1.7.2026,54:26.1,0.79,11.8,55,4990,0
1.7.2026,05:34.0,0.842,13.4,51,4783,0
1.7.2026,53:29.9,0.914,87.6,74,5028,0
1.7.2026,10:20.8,0.705,17.9,52,4789,0
1.7.2026,44:59.9,1.007,48.3,66,7295,1
1.7.2026,47:12.5,0.784,26.2,47,7295,1
1.7.2026,39:52.5,0.671,22.5,51,5028,1
1.7.2026,21:44.9,0.787,47.3,58,4996,0
1.7.2026,43:05.4,0.755,24.8,52,5028,1
1.7.2026,15:22.6,0.7,100.0,63,7322,2
1.7.2026,15:06.6,0.7,100.0,64,7254,2
1.7.2026,11:46.6,0.904,100.0,90,7322,2
1.7.2026,16:32.0,0.667,18.1,48,4824,0
1.7.2026,24:07.3,0.764,23.5,61,5002,0
1.7.2026,04:01.8,0.914,14.6,58,4789,0
1.7.2026,58:52.9,1.036,24.0,63,5028,0
1.7.2026,57:09.4,0.667,36.5,54,7281,1
1.7.2026,59:57.1,0.794,24.7,54,5041,0
1.7.2026,43:11.4,0.915,24.6,60,5034,1
1.7.2026,19:30.8,0.779,100.0,70,7295,2
1.7.2026,54:56.2,1.008,10.2,57,5034,0
1.7.2026,11:16.6,0.812,100.0,92,7308,2
1.7.2026,13:33.4,1.022,16.5,56,4812,0
1.7.2026,59:21.0,0.874,15.8,61,5028,0
1.7.2026,56:13.1,0.956,41.3,69,7268,1
1.7.2026,21:39.0,0.752,100.0,65,7281,2
1.7.2026,54:10.0,0.915,16.0,64,5028,0
1.7.2026,52:07.7,1.0,74.0,76,4703,0
1.7.2026,55:24.9,0.986,61.6,72,7281,1
1.7.2026,13:38.6,0.776,100.0,77,7322,2
1.7.2026,06:02.0,0.881,11.5,49,4783,0
1.7.2026,14:59.6,0.87,16.0,51,5034,0
1.7.2026,47:32.6,1.001,59.9,60,7295,1
1.7.2026,57:37.5,0.966,60.1,62,7322,1
1.7.2026,51:01.6,0.997,16.5,52,4783,0
1.7.2026,51:56.0,0.661,29.3,51,7295,1
1.7.2026,27:52.0,0.823,51.0,57,5002,0
1.7.2026,28:06.0,0.841,16.3,53,5002,0
1.7.2026,45:58.2,0.67,45.8,50,7268,1
1.7.2026,53:45.9,0.826,36.5,63,5028,0
1.7.2026,48:28.8,0.807,41.0,54,7308,1
1.7.2026,13:39.4,0.853,15.9,73,4818,0
1.7.2026,54:58.8,0.667,44.2,52,7268,1
1.7.2026,26:01.6,0.732,20.4,53,4990,0
1.7.2026,16:48.0,0.874,22.5,52,4789,0
1.7.2026,17:40.7,0.752,100.0,66,7336,2
1.7.2026,20:26.9,0.762,100.0,68,7295,2
1.7.2026,59:54.1,0.664,45.1,56,7322,1
1.7.2026,56:29.2,0.983,61.3,69,7295,1
1.7.2026,04:33.9,0.661,13.1,51,4777,0
1.7.2026,15:57.2,0.71,100.0,62,7295,2
1.7.2026,58:27.7,1.021,33.1,61,7308,1
1.7.2026,51:29.8,0.66,41.8,51,7281,1
1.7.2026,54:30.1,0.829,12.5,55,4996,0
1.7.2026,14:03.4,0.932,14.9,61,5002,0
1.7.2026,49:15.1,0.975,44.0,59,7295,1
1.7.2026,18:40.4,0.902,26.8,61,4789,0
1.7.2026,40:12.6,0.684,30.4,50,5028,1
1.7.2026,53:05.9,0.961,51.3,70,4812,0
1.7.2026,42:23.2,0.662,23.1,51,4996,1
1.7.2026,19:32.6,0.809,16.4,54,4812,0
1.7.2026,51:03.7,0.909,41.2,71,7295,1
1.7.2026,40:56.8,0.673,28.7,52,5034,1
1.7.2026,58:28.8,0.894,36.7,70,4996,0
1.7.2026,55:52.3,0.826,27.0,64,5028,0
1.7.2026,27:26.0,0.881,21.3,59,4996,0
1.7.2026,03:31.7,0.684,10.2,51,4789,0
1.7.2026,53:48.5,0.744,72.9,58,7322,1
1.7.2026,29:14.2,0.685,15.9,48,5021,0
1.7.2026,18:46.8,0.789,100.0,70,7336,2
1.7.2026,56:41.2,0.666,43.7,55,7295,1
1.7.2026,41:20.9,0.838,60.2,63,5034,1
1.7.2026,41:02.8,0.883,42.9,56,5028,1
1.7.2026,19:26.9,0.804,100.0,70,7336,2
1.7.2026,47:44.6,0.664,33.2,48,7281,1
1.7.2026,51:19.6,0.879,23.5,52,4675,0
1.7.2026,06:04.1,0.907,9.5,49,4789,0
1.7.2026,14:43.6,0.743,13.8,52,4990,0
1.7.2026,59:33.0,0.962,19.0,56,5028,0
1.7.2026,20:32.8,0.874,35.9,70,4789,0
1.7.2026,04:03.8,0.843,14.9,50,4783,0
1.7.2026,49:29.1,0.666,40.2,52,7295,1
1.7.2026,21:24.9,0.794,35.5,59,4996,0
1.7.2026,21:57.0,0.851,32.6,61,5002,0
1.7.2026,15:02.6,0.689,100.0,64,7322,2
1.7.2026,46:10.3,0.663,38.2,49,7281,1
1.7.2026,06:26.1,0.947,12.9,55,4783,0
1.7.2026,47:42.6,0.666,30.3,49,7268,1
1.7.2026,14:56.6,0.722,100.0,65,7322,2
1.7.2026,30:06.3,0.668,11.5,47,4807,0
1.7.2026,23:05.2,0.662,19.8,51,4996,0
1.7.2026,07:48.4,0.92,19.8,56,4783,0
1.7.2026,15:45.8,0.827,41.9,54,4789,0
1.7.2026,52:21.7,0.904,76.2,71,4703,0
1.7.2026,20:04.7,0.901,31.3,55,4812,0
1.7.2026,15:29.7,0.804,27.4,58,4818,0
1.7.2026,09:04.6,0.702,12.8,49,4807,0
1.7.2026,38:54.2,0.767,72.1,60,4812,1
1.7.2026,43:31.6,0.914,23.2,58,7281,1
1.7.2026,14:21.5,0.921,13.8,54,5002,0
1.7.2026,52:40.2,1.001,33.7,58,7254,1
1.7.2026,52:00.0,0.663,26.5,50,7322,1
1.7.2026,44:35.8,0.787,39.1,47,7268,1
1.7.2026,29:20.2,0.704,11.8,48,5021,0
1.7.2026,25:31.6,0.849,18.6,55,4996,0
1.7.2026,03:29.7,0.698,13.9,51,4789,0
1.7.2026,13:21.3,0.707,27.9,56,4807,0
1.7.2026,59:50.0,0.844,47.6,61,7295,1
1.7.2026,02:59.6,0.789,15.1,54,4783,0
1.7.2026,23:23.2,0.894,31.8,52,4996,0
1.7.2026,17:14.1,0.852,21.2,54,4824,0
1.7.2026,15:37.7,0.917,23.9,59,4812,0
1.7.2026,43:59.6,0.713,17.4,46,7295,1
1.7.2026,25:39.6,0.824,21.1,55,4996,0
1.7.2026,23:29.2,0.816,11.8,50,4990,0
1.7.2026,57:51.6,0.901,55.4,63,7322,1
1.7.2026,56:25.2,1.0,53.8,73,7268,1
1.7.2026,20:32.9,0.742,100.0,67,7281,2
1.7.2026,59:56.1,0.867,45.4,54,7295,1
1.7.2026,48:40.9,0.821,46.6,54,7295,1
1.7.2026,57:49.6,0.664,75.9,56,7308,1
1.7.2026,43:09.4,1.001,34.9,58,5034,1
1.7.2026,50:57.7,0.779,41.4,52,7308,1
1.7.2026,56:33.2,0.791,80.0,61,7295,1
1.7.2026,46:24.3,0.928,29.4,50,7295,1
1.7.2026,12:38.6,0.839,100.0,90,7308,2
1.7.2026,40:36.7,1.036,34.3,66,5015,1
1.7.2026,14:40.6,0.73,100.0,66,7336,2
1.7.2026,15:30.7,0.708,100.0,63,7349,2
1.7.2026,40:04.6,0.663,26.7,51,5028,1
1.7.2026,20:38.8,0.894,34.3,71,4789,0
1.7.2026,53:39.9,0.916,32.6,66,5034,0
1.7.2026,30:14.3,0.775,20.5,49,4795,0
1.7.2026,18:16.3,0.949,67.8,69,4812,0
1.7.2026,48:20.8,0.808,46.0,51,7281,1
1.7.2026,13:29.3,1.036,13.7,58,4812,0
1.7.2026,58:05.6,0.857,38.5,54,7322,1
1.7.2026,52:55.8,0.741,32.3,67,4812,0
1.7.2026,55:28.2,0.891,39.7,62,5034,0
1.7.2026,29:10.2,0.716,15.4,49,5028,0
1.7.2026,22:15.0,0.694,17.8,54,4983,0
1.7.2026,14:16.6,0.749,100.0,72,7349,2
1.7.2026,18:34.4,0.756,27.8,58,4818,0
1.7.2026,46:38.3,0.664,32.7,48,7281,1
1.7.2026,51:31.8,1.004,64.1,66,7295,1
1.7.2026,39:20.4,0.708,26.1,52,5028,1
1.7.2026,07:54.4,0.882,17.1,54,4818,0
1.7.2026,20:55.0,0.717,100.0,66,7295,2
1.7.2026,02:39.6,0.876,21.5,54,4783,0
1.7.2026,03:57.8,0.664,18.6,51,4783,0
1.7.2026,25:17.5,0.817,34.8,67,5002,0
1.7.2026,45:01.9,0.671,37.3,51,7295,1
1.7.2026,20:56.8,0.746,33.5,57,4795,0
1.7.2026,18:44.4,0.939,26.6,57,4795,0
1.7.2026,19:56.9,0.767,100.0,70,7281,2
1.7.2026,06:56.2,0.665,18.8,49,4812,0
1.7.2026,55:43.0,0.846,51.3,66,7295,1
1.7.2026,13:28.6,0.767,100.0,78,7295,2
1.7.2026,52:48.2,0.664,38.5,49,7268,1
1.7.2026,12:51.2,1.001,81.0,65,4795,0
1.7.2026,56:46.5,0.826,19.5,62,5034,0
1.7.2026,48:02.7,0.674,23.3,48,7241,1
1.7.2026,29:28.2,0.841,48.0,56,5002,0
1.7.2026,52:17.7,0.83,85.3,71,4703,0
1.7.2026,14:53.6,0.664,15.2,48,5002,0
1.7.2026,54:02.0,0.98,45.2,72,5041,0
1.7.2026,56:34.4,0.652,24.2,59,5021,0
1.7.2026,39:02.3,0.921,59.4,67,4996,1
1.7.2026,20:18.7,0.744,46.3,63,4812,0
1.7.2026,50:59.7,0.669,39.2,51,7295,1
